,Constant Term,crim^1,rooms^1,dis^1,age^1,nox^1,indus^1,ptratio^1,zn^1,lstat^1,tax^2,tax^1 x crim^1,tax^1 x rooms^1,tax^1 x dis^1,tax^1 x age^1,tax^1 x nox^1,tax^1 x indus^1,tax^1 x ptratio^1,tax^1 x zn^1,tax^1 x lstat^1,crim^2,crim^1 x rooms^1,crim^1 x dis^1,crim^1 x age^1,crim^1 x nox^1,crim^1 x indus^1,crim^1 x ptratio^1,crim^1 x zn^1,crim^1 x lstat^1,rooms^2,rooms^1 x dis^1,rooms^1 x age^1,rooms^1 x nox^1,rooms^1 x indus^1,rooms^1 x ptratio^1,rooms^1 x zn^1,rooms^1 x lstat^1,dis^2,dis^1 x age^1,dis^1 x nox^1,dis^1 x indus^1,dis^1 x ptratio^1,dis^1 x zn^1,dis^1 x lstat^1,age^2,age^1 x nox^1,age^1 x indus^1,age^1 x ptratio^1,age^1 x zn^1,age^1 x lstat^1,nox^2,nox^1 x indus^1,nox^1 x ptratio^1,nox^1 x zn^1,nox^1 x lstat^1,indus^2,indus^1 x ptratio^1,indus^1 x zn^1,indus^1 x lstat^1,ptratio^2,ptratio^1 x zn^1,ptratio^1 x lstat^1,zn^2,zn^1 x lstat^1,lstat^2,chas,rad,neighborhood (group)_GroupB,neighborhood (group)_GroupC,neighborhood (group)_GroupD,neighborhood (group)_GroupE,neighborhood (group)_GroupF,neighborhood (group)_GroupG
142,403.0,3.32105,5.403,1.3216,100.0,0.871,19.58,14.7,0.0,26.82,162409.0,1338.3831500000001,2177.4089999999997,532.6048000000001,40300.0,351.013,7890.739999999999,5924.099999999999,0.0,10808.460000000001,11.029373102500001,17.94363315,4.38909968,332.105,2.89263455,65.02615899999999,48.819435,0.0,89.070561,29.192408999999994,7.1406048,540.3,4.706013,105.79073999999999,79.4241,0.0,144.90846,1.7466265600000004,132.16000000000003,1.1511136000000002,25.876928,19.42752,0.0,35.445312,10000.0,87.1,1957.9999999999998,1470.0,0.0,2682.0,0.758641,17.05418,12.8037,0.0,23.36022,383.37639999999993,287.82599999999996,0.0,525.1356,216.08999999999997,0.0,394.25399999999996,0.0,0.0,719.3124,1,5,0,0,0,1,0,0
441,666.0,9.72418,6.406000000000001,2.0651,97.2,0.74,18.1,20.2,0.0,19.52,443556.0,6476.30388,4266.396000000001,1375.3566,64735.200000000004,492.84,12054.6,13453.199999999999,0.0,13000.32,94.55967667240002,62.29309708000001,20.081404118000002,945.1902960000001,7.1958932,176.00765800000002,196.428436,0.0,189.8159936,41.03683600000001,13.229030600000002,622.6632000000001,4.74044,115.94860000000001,129.40120000000002,0.0,125.04512000000001,4.2646380100000005,200.72772000000003,1.5281740000000001,37.378310000000006,41.71502,0.0,40.310752,9447.84,71.928,1759.3200000000002,1963.44,0.0,1897.344,0.5476,13.394,14.947999999999999,0.0,14.444799999999999,327.61000000000007,365.62,0.0,353.312,408.03999999999996,0.0,394.304,0.0,0.0,381.0304,0,24,0,0,0,0,1,0
301,329.0,0.03537,6.59,5.4917,40.4,0.433,6.09,16.1,34.0,9.5,108241.0,11.63673,2168.11,1806.7693,13291.6,142.457,2003.61,5296.900000000001,11186.0,3125.5,0.0012510369,0.2330883,0.194241429,1.4289479999999999,0.01531521,0.2154033,0.569457,1.20258,0.336015,43.4281,36.190303,266.236,2.8534699999999997,40.1331,106.099,224.06,62.605,30.158768889999997,221.86468,2.3779060999999997,33.444452999999996,88.41637,186.71779999999998,52.17115,1632.1599999999999,17.493199999999998,246.03599999999997,650.44,1373.6,383.8,0.187489,2.63697,6.9713,14.722,4.1135,37.0881,98.049,207.06,57.855,259.21000000000004,547.4000000000001,152.95000000000002,1156.0,323.0,90.25,0,7,0,1,0,0,0,0
229,307.0,0.44178,6.5520000000000005,3.3751,21.4,0.504,6.2,17.4,0.0,3.76,94249.0,135.62646,2011.4640000000002,1036.1557,6569.799999999999,154.728,1903.4,5341.799999999999,0.0,1154.32,0.1951695684,2.89454256,1.491051678,9.454092,0.22265712000000001,2.739036,7.686972,0.0,1.6610928,42.928704,22.113655200000004,140.2128,3.3022080000000003,40.622400000000006,114.0048,0.0,24.63552,11.391300010000002,72.22714,1.7010504000000002,20.925620000000002,58.72674,0.0,12.690376,457.9599999999999,10.785599999999999,132.68,372.35999999999996,0.0,80.46399999999998,0.254016,3.1248,8.769599999999999,0.0,1.8950399999999998,38.440000000000005,107.88,0.0,23.311999999999998,302.75999999999993,0.0,65.42399999999999,0.0,0.0,14.137599999999999,0,8,0,1,0,0,0,0
344,370.0,0.030489999999999996,6.874,6.4654,28.1,0.484,3.78,17.6,55.0,4.61,136900.0,11.281299999999998,2543.3799999999997,2392.198,10397.0,179.07999999999998,1398.6,6512.000000000001,20350.0,1705.7,0.0009296400999999997,0.20958825999999997,0.19713004599999998,0.8567689999999999,0.014757159999999998,0.11525219999999999,0.536624,1.6769499999999997,0.1405589,47.251875999999996,44.443159599999994,193.1594,3.3270159999999995,25.983719999999998,120.9824,378.07,31.689140000000002,41.80139716,181.67774,3.1292535999999997,24.439211999999998,113.79104000000001,355.597,29.805494,789.6100000000001,13.6004,106.218,494.56000000000006,1545.5,129.54100000000003,0.234256,1.8295199999999998,8.5184,26.619999999999997,2.23124,14.2884,66.528,207.89999999999998,17.4258,309.76000000000005,968.0000000000001,81.13600000000001,3025.0,253.55,21.252100000000002,0,5,0,1,0,0,0,0
246,330.0,0.33983,6.108,8.0555,34.9,0.431,5.86,19.1,22.0,9.16,108900.0,112.1439,2015.6399999999999,2658.315,11517.0,142.23,1933.8000000000002,6303.000000000001,7260.0,3022.8,0.11548442890000002,2.07568164,2.7375005650000004,11.860067,0.14646673000000002,1.9914038000000003,6.490753000000001,7.476260000000001,3.1128428,37.307663999999995,49.202994,213.1692,2.632548,35.79288,116.6628,134.376,55.949279999999995,64.89108025,281.13695,3.4719205,47.20523000000001,153.86005000000003,177.221,73.78838,1218.01,15.0419,204.514,666.59,767.8,319.68399999999997,0.18576099999999998,2.5256600000000002,8.2321,9.482,3.94796,34.339600000000004,111.92600000000002,128.92000000000002,53.677600000000005,364.81000000000006,420.20000000000005,174.95600000000002,484.0,201.52,83.9056,0,7,1,0,0,0,0,0
427,666.0,37.6619,6.202000000000001,1.8629,78.7,0.679,18.1,20.2,0.0,14.52,443556.0,25082.8254,4130.532,1240.6914,52414.200000000004,452.21400000000006,12054.6,13453.199999999999,0.0,9670.32,1418.4187116100002,233.57910380000004,70.16035351000001,2963.9915300000002,25.572430100000005,681.6803900000001,760.77038,0.0,546.8507880000001,38.46480400000001,11.553705800000001,488.0974000000001,4.211158000000001,112.25620000000002,125.28040000000001,0.0,90.05304000000001,3.47039641,146.61023,1.2649091000000001,33.71849,37.63058,0.0,27.049308,6193.6900000000005,53.43730000000001,1424.4700000000003,1589.74,0.0,1142.724,0.4610410000000001,12.289900000000001,13.7158,0.0,9.85908,327.61000000000007,365.62,0.0,262.812,408.03999999999996,0.0,293.304,0.0,0.0,210.8304,0,24,0,0,0,0,1,0
85,247.0,0.05735,6.63,4.4377,56.1,0.449,4.49,18.5,0.0,6.53,61009.0,14.16545,1637.61,1096.1119,13856.7,110.903,1109.03,4569.5,0.0,1612.91,0.0032890224999999997,0.38023049999999997,0.25450209500000004,3.217335,0.02575015,0.2575015,1.060975,0.0,0.3744955,43.9569,29.421951000000004,371.943,2.97687,29.768700000000003,122.655,0.0,43.2939,19.693181290000005,248.95497000000003,1.9925273000000003,19.925273000000004,82.09745000000001,0.0,28.978181000000003,3147.21,25.1889,251.889,1037.8500000000001,0.0,366.333,0.201601,2.01601,8.3065,0.0,2.93197,20.160100000000003,83.065,0.0,29.3197,342.25,0.0,120.805,0.0,0.0,42.6409,0,3,1,0,0,0,0,0
249,330.0,0.19072999999999998,6.718,7.8265,17.5,0.431,5.86,19.1,22.0,6.56,108900.0,62.94089999999999,2216.94,2582.745,5775.0,142.23,1933.8000000000002,6303.000000000001,7260.0,2164.7999999999997,0.03637793289999999,1.28132414,1.4927483449999999,3.3377749999999997,0.08220462999999999,1.1176778,3.642943,4.196059999999999,1.2511887999999998,45.131524,52.578427,117.565,2.895458,39.36748,128.31380000000001,147.796,44.07008,61.25410225,136.96375,3.3732215,45.863290000000006,149.48615,172.183,51.34184,306.25,7.5424999999999995,102.55000000000001,334.25,385.0,114.8,0.18576099999999998,2.5256600000000002,8.2321,9.482,2.8273599999999997,34.339600000000004,111.92600000000002,128.92000000000002,38.4416,364.81000000000006,420.20000000000005,125.296,484.0,144.32,43.03359999999999,0,7,1,0,0,0,0,0
154,403.0,1.41385,6.129,1.7494,96.0,0.871,19.58,14.7,0.0,15.12,162409.0,569.78155,2469.9869999999996,705.0082,38688.0,351.013,7890.739999999999,5924.099999999999,0.0,6093.36,1.9989718225000002,8.66548665,2.4733891900000002,135.7296,1.23146335,27.683183,20.783595,0.0,21.377412,37.564640999999995,10.722072599999999,588.384,5.338359,120.00581999999999,90.09629999999999,0.0,92.67047999999998,3.06040036,167.94240000000002,1.5237274,34.253251999999996,25.71618,0.0,26.450928,9216.0,83.616,1879.6799999999998,1411.1999999999998,0.0,1451.52,0.758641,17.05418,12.8037,0.0,13.169519999999999,383.37639999999993,287.82599999999996,0.0,296.04959999999994,216.08999999999997,0.0,222.26399999999998,0.0,0.0,228.6144,1,5,0,0,0,1,0,0
181,193.0,0.06888,6.144,2.5979,62.2,0.488,2.46,17.8,0.0,9.45,37249.0,13.29384,1185.792,501.3947,12004.6,94.184,474.78,3435.4,0.0,1823.85,0.0047444544,0.42319872,0.178943352,4.284336,0.033613439999999994,0.16944479999999998,1.226064,0.0,0.6509159999999999,37.748736,15.961497600000001,382.15680000000003,2.998272,15.11424,109.3632,0.0,58.06079999999999,6.749084410000001,161.58938,1.2677752,6.390834,46.24262,0.0,24.550155,3868.84,30.3536,153.012,1107.16,0.0,587.79,0.238144,1.20048,8.6864,0.0,4.611599999999999,6.0516,43.788000000000004,0.0,23.246999999999996,316.84000000000003,0.0,168.21,0.0,0.0,89.30249999999998,0,3,0,1,0,0,0,0
74,398.0,0.07896,6.273,4.2515,6.0,0.43700000000000006,12.83,18.7,0.0,6.78,158404.0,31.426080000000002,2496.654,1692.097,2388.0,173.92600000000002,5106.34,7442.599999999999,0.0,2698.44,0.006234681600000001,0.49531608,0.33569844000000004,0.47376,0.034505520000000005,1.0130568,1.476552,0.0,0.5353488000000001,39.350528999999995,26.669659499999998,37.638,2.741301,80.48259,117.3051,0.0,42.53094,18.075252250000002,25.509,1.8579055000000002,54.546745,79.50305,0.0,28.82517,36.0,2.6220000000000003,76.98,112.19999999999999,0.0,40.68,0.19096900000000006,5.6067100000000005,8.1719,0.0,2.9628600000000005,164.6089,239.921,0.0,86.98740000000001,349.69,0.0,126.786,0.0,0.0,45.9684,0,5,0,0,0,0,0,0
504,273.0,0.10959,6.794,2.3889,89.3,0.573,11.93,21.0,0.0,6.48,74529.0,29.91807,1854.762,652.1697,24378.899999999998,156.42899999999997,3256.89,5733.0,0.0,1769.0400000000002,0.0120099681,0.74455446,0.261799551,9.786387,0.06279507,1.3074087,2.30139,0.0,0.7101432000000001,46.158435999999995,16.2301866,606.7041999999999,3.8929619999999994,81.05242,142.67399999999998,0.0,44.02512,5.70684321,213.32877,1.3688396999999999,28.499577,50.1669,0.0,15.480072000000002,7974.49,51.168899999999994,1065.349,1875.3,0.0,578.664,0.3283289999999999,6.835889999999999,12.033,0.0,3.71304,142.32489999999999,250.53,0.0,77.3064,441.0,0.0,136.08,0.0,0.0,41.99040000000001,0,1,1,0,0,0,0,0
501,273.0,0.06262999999999999,6.593,2.4786,69.1,0.573,11.93,21.0,0.0,9.67,74529.0,17.09799,1799.889,676.6578000000001,18864.3,156.42899999999997,3256.89,5733.0,0.0,2639.91,0.003922516899999999,0.41291958999999995,0.155234718,4.327732999999999,0.035886989999999994,0.7471758999999999,1.31523,0.0,0.6056320999999999,43.467649,16.3414098,455.57629999999995,3.777789,78.65449,138.453,0.0,63.75431,6.143457960000001,171.27125999999998,1.4202378,29.569698000000002,52.0506,0.0,23.968062,4774.8099999999995,39.5943,824.3629999999999,1451.1,0.0,668.1969999999999,0.3283289999999999,6.835889999999999,12.033,0.0,5.540909999999999,142.32489999999999,250.53,0.0,115.3631,441.0,0.0,203.07,0.0,0.0,93.5089,0,1,1,0,0,0,0,0
128,437.0,0.32543,6.431,1.8125,98.8,0.624,21.89,21.2,0.0,15.39,190969.0,142.21291,2810.347,792.0625,43175.6,272.688,9565.93,9264.4,0.0,6725.43,0.1059046849,2.09284033,0.589841875,32.152484,0.20306832,7.1236627,6.899115999999999,0.0,5.0083677,41.357761,11.6561875,635.3828,4.012944,140.77459000000002,136.3372,0.0,98.97309,3.28515625,179.075,1.131,39.675625000000004,38.425,0.0,27.894375,9761.439999999999,61.651199999999996,2162.732,2094.56,0.0,1520.532,0.389376,13.65936,13.2288,0.0,9.60336,479.1721,464.068,0.0,336.88710000000003,449.44,0.0,326.26800000000003,0.0,0.0,236.8521,0,4,0,0,0,1,0,0
458,666.0,7.75223,6.301,2.7831,83.7,0.713,18.1,20.2,0.0,16.23,443556.0,5162.98518,4196.466,1853.5446000000002,55744.200000000004,474.858,12054.6,13453.199999999999,0.0,10809.18,60.0970699729,48.846801230000004,21.575231313,648.861651,5.52733999,140.31536300000002,156.595046,0.0,125.8186929,39.702601,17.5363131,527.3937000000001,4.4926129999999995,114.0481,127.2802,0.0,102.26523,7.74564561,232.94547000000003,1.9843503,50.37411000000001,56.21862,0.0,45.169713,7005.6900000000005,59.6781,1514.9700000000003,1690.74,0.0,1358.451,0.508369,12.9053,14.4026,0.0,11.57199,327.61000000000007,365.62,0.0,293.76300000000003,408.03999999999996,0.0,327.846,0.0,0.0,263.41290000000004,0,24,0,0,0,1,0,0
20,307.0,1.25179,5.57,3.7979,98.1,0.5379999999999999,8.14,21.0,0.0,21.02,94249.0,384.29953,1709.99,1165.9552999999999,30116.699999999997,165.16599999999997,2498.98,6447.0,0.0,6453.139999999999,1.5669782041,6.9724703,4.754173240999999,122.80059899999999,0.6734630199999999,10.1895706,26.287589999999998,0.0,26.3126258,31.024900000000002,21.154303,546.417,2.99666,45.339800000000004,116.97,0.0,117.0814,14.424044409999999,372.57399,2.0432702,30.914906000000002,79.7559,0.0,79.831858,9623.609999999999,52.77779999999999,798.534,2060.1,0.0,2062.062,0.2894439999999999,4.37932,11.297999999999998,0.0,11.308759999999998,66.2596,170.94,0.0,171.1028,441.0,0.0,441.42,0.0,0.0,441.8404,0,4,0,0,0,1,0,0
359,666.0,4.26131,6.112,2.5091,81.3,0.77,18.1,20.2,0.0,12.67,443556.0,2838.03246,4070.592,1671.0606,54145.799999999996,512.82,12054.6,13453.199999999999,0.0,8438.22,18.1587629161,26.04512672,10.692052921,346.444503,3.2812087,77.129711,86.078462,0.0,53.9907977,37.356544,15.335619200000002,496.9056,4.70624,110.62720000000002,123.4624,0.0,77.43904,6.295582810000001,203.98983,1.932007,45.41471000000001,50.68382,0.0,31.790297000000002,6609.69,62.601,1471.53,1642.26,0.0,1030.071,0.5929,13.937000000000001,15.554,0.0,9.7559,327.61000000000007,365.62,0.0,229.32700000000003,408.03999999999996,0.0,255.934,0.0,0.0,160.5289,0,24,0,0,0,0,0,0
320,287.0,0.1676,6.426,4.5404,52.3,0.493,7.38,19.6,0.0,7.2,82369.0,48.1012,1844.262,1303.0948,15010.099999999999,141.49099999999999,2118.06,5625.200000000001,0.0,2066.4,0.02808976,1.0769976,0.76097104,8.76548,0.0826268,1.236888,3.2849600000000003,0.0,1.20672,41.293476000000005,29.1766104,336.0798,3.168018,47.42388,125.94960000000002,0.0,46.2672,20.61523216,237.46292,2.2384171999999998,33.508152,88.99184000000001,0.0,32.69088,2735.2899999999995,25.7839,385.974,1025.08,0.0,376.56,0.243049,3.63834,9.6628,0.0,3.5496,54.4644,144.648,0.0,53.136,384.1600000000001,0.0,141.12,0.0,0.0,51.84,0,5,1,0,0,0,0,0
382,666.0,9.18702,5.5360000000000005,1.5804,100.0,0.7,18.1,20.2,0.0,23.6,443556.0,6118.55532,3686.976,1052.5464,66600.0,466.2,12054.6,13453.199999999999,0.0,15717.6,84.4013364804,50.85934272000001,14.519166408,918.702,6.430914,166.285062,185.57780400000001,0.0,216.81367200000003,30.647296000000004,8.7490944,553.6,3.8752,100.20160000000001,111.8272,0.0,130.64960000000002,2.4976641600000002,158.04,1.10628,28.605240000000002,31.92408,0.0,37.29744,10000.0,70.0,1810.0000000000002,2020.0,0.0,2360.0,0.48999999999999994,12.67,14.139999999999999,0.0,16.52,327.61000000000007,365.62,0.0,427.1600000000001,408.03999999999996,0.0,476.72,0.0,0.0,556.96,0,24,0,0,0,0,1,0
291,245.0,0.07886,7.148,5.1167,27.7,0.41100000000000003,4.95,19.2,80.0,3.56,60025.0,19.3207,1751.26,1253.5915,6786.5,100.69500000000001,1212.75,4704.0,19600.0,872.2,0.0062188996,0.56369128,0.40350296199999997,2.184422,0.03241146,0.390357,1.514112,6.3088,0.2807416,51.093903999999995,36.5741716,197.9996,2.937828,35.3826,137.24159999999998,571.8399999999999,25.44688,26.180618889999998,141.73259,2.1029637,25.327665,98.24064,409.336,18.215452,767.29,11.3847,137.115,531.8399999999999,2216.0,98.612,0.16892100000000002,2.03445,7.8912,32.88,1.4631600000000002,24.5025,95.04,396.0,17.622,368.64,1536.0,68.352,6400.0,284.8,12.6736,0,4,0,1,0,0,0,0
97,276.0,0.12082999999999999,8.068999999999999,3.4952,76.0,0.445,2.89,18.0,0.0,4.21,76176.0,33.34908,2227.044,964.6752,20976.0,122.82000000000001,797.64,4968.0,0.0,1161.96,0.014599888899999998,0.9749772699999998,0.422325016,9.18308,0.05376935,0.3491987,2.17494,0.0,0.5086942999999999,65.10876099999999,28.202768799999998,613.2439999999999,3.590705,23.319409999999998,145.242,0.0,33.97049,12.21642304,265.6352,1.555364,10.101128000000001,62.9136,0.0,14.714792000000001,5776.0,33.82,219.64000000000001,1368.0,0.0,319.96,0.198025,1.2860500000000001,8.01,0.0,1.87345,8.3521,52.02,0.0,12.1669,324.0,0.0,75.78,0.0,0.0,17.7241,0,2,0,1,0,0,0,0
469,666.0,13.0751,5.712999999999999,2.8237,56.7,0.58,18.1,20.2,0.0,14.76,443556.0,8708.0166,3804.8579999999993,1880.5842,37762.200000000004,386.28,12054.6,13453.199999999999,0.0,9830.16,170.95824001000003,74.69804629999999,36.920159870000006,741.3581700000001,7.583558,236.65931000000003,264.11702,0.0,192.98847600000002,32.63836899999999,16.131798099999997,323.9271,3.3135399999999993,103.4053,115.40259999999998,0.0,84.32387999999999,7.97328169,160.10379,1.637746,51.10897000000001,57.03874,0.0,41.677812,3214.8900000000003,32.886,1026.2700000000002,1145.34,0.0,836.892,0.3364,10.498,11.716,0.0,8.560799999999999,327.61000000000007,365.62,0.0,267.156,408.03999999999996,0.0,298.152,0.0,0.0,217.8576,0,24,0,0,0,0,0,0
477,666.0,15.0234,5.303999999999999,2.1007,97.3,0.614,18.1,20.2,0.0,24.91,443556.0,10005.5844,3532.4639999999995,1399.0661999999998,64801.799999999996,408.924,12054.6,13453.199999999999,0.0,16590.06,225.70254756000003,79.68411359999999,31.559656379999996,1461.77682,9.2243676,271.92354,303.47268,0.0,374.232894,28.132415999999992,11.142112799999998,516.0791999999999,3.2566559999999996,96.0024,107.14079999999998,0.0,132.12264,4.4129404899999995,204.39810999999997,1.2898298,38.02267,42.43413999999999,0.0,52.328436999999994,9467.289999999999,59.7422,1761.13,1965.4599999999998,0.0,2423.743,0.376996,11.1134,12.4028,0.0,15.29474,327.61000000000007,365.62,0.0,450.87100000000004,408.03999999999996,0.0,503.18199999999996,0.0,0.0,620.5081,0,24,0,0,0,1,0,0
290,245.0,0.035019999999999996,6.861000000000001,5.1167,27.9,0.41100000000000003,4.95,19.2,80.0,3.33,60025.0,8.579899999999999,1680.9450000000002,1253.5915,6835.5,100.69500000000001,1212.75,4704.0,19600.0,815.85,0.0012264003999999996,0.24027221999999998,0.17918683399999996,0.9770579999999999,0.01439322,0.17334899999999998,0.6723839999999999,2.8015999999999996,0.11661659999999999,47.07332100000001,35.1056787,191.42190000000002,2.8198710000000005,33.96195,131.7312,548.8800000000001,22.847130000000003,26.180618889999998,142.75592999999998,2.1029637,25.327665,98.24064,409.336,17.038611,778.41,11.4669,138.105,535.68,2232.0,92.907,0.16892100000000002,2.03445,7.8912,32.88,1.3686300000000002,24.5025,95.04,396.0,16.4835,368.64,1536.0,63.936,6400.0,266.4,11.0889,0,4,0,1,0,0,0,0
252,330.0,0.08221,6.957000000000001,8.9067,6.8,0.431,5.86,19.1,22.0,3.53,108900.0,27.1293,2295.8100000000004,2939.2110000000002,2244.0,142.23,1933.8000000000002,6303.000000000001,7260.0,1164.8999999999999,0.006758484100000001,0.57193497,0.7322198070000001,0.559028,0.03543251,0.4817506000000001,1.5702110000000002,1.8086200000000001,0.2902013,48.39984900000001,61.963911900000014,47.3076,2.998467,40.76802000000001,132.87870000000004,153.05400000000003,24.558210000000003,79.32930489000002,60.565560000000005,3.8387877,52.193262000000004,170.11797,195.94740000000002,31.440651000000003,46.239999999999995,2.9308,39.848,129.88,149.6,24.003999999999998,0.18576099999999998,2.5256600000000002,8.2321,9.482,1.5214299999999998,34.339600000000004,111.92600000000002,128.92000000000002,20.6858,364.81000000000006,420.20000000000005,67.423,484.0,77.66,12.460899999999999,0,7,1,0,0,0,0,0
69,345.0,0.12816,5.885,6.497999999999999,33.0,0.409,6.07,18.9,12.5,8.79,119025.0,44.215199999999996,2030.3249999999998,2241.81,11385.0,141.105,2094.15,6520.499999999999,4312.5,3032.5499999999997,0.0164249856,0.7542215999999999,0.8327836799999999,4.22928,0.052417439999999996,0.7779312,2.422224,1.6019999999999999,1.1265264,34.633224999999996,38.24072999999999,194.20499999999998,2.4069649999999996,35.72195,111.22649999999999,73.5625,51.72914999999999,42.224003999999994,214.43399999999997,2.6576819999999994,39.442859999999996,122.81219999999998,81.225,57.11741999999999,1089.0,13.497,200.31,623.6999999999999,412.5,290.07,0.16728099999999999,2.48263,7.730099999999999,5.1125,3.5951099999999996,36.8449,114.723,75.875,53.3553,357.2099999999999,236.24999999999997,166.13099999999997,156.25,109.87499999999999,77.26409999999998,0,4,0,0,0,0,0,0
87,247.0,0.07151,6.121,3.7476,56.8,0.449,4.49,18.5,0.0,8.44,61009.0,17.66297,1511.8870000000002,925.6572,14029.599999999999,110.903,1109.03,4569.5,0.0,2084.68,0.0051136801,0.43771271000000006,0.267990876,4.061768,0.03210799,0.32107990000000003,1.322935,0.0,0.6035444,37.466641,22.9390596,347.6728,2.7483290000000005,27.483290000000004,113.2385,0.0,51.66124,14.044505759999998,212.86368,1.6826724,16.826724,69.33059999999999,0.0,31.629743999999995,3226.24,25.5032,255.032,1050.8,0.0,479.39199999999994,0.201601,2.01601,8.3065,0.0,3.78956,20.160100000000003,83.065,0.0,37.8956,342.25,0.0,156.14,0.0,0.0,71.2336,0,3,1,0,0,0,0,0
114,432.0,0.14231,6.254,2.2565,84.2,0.547,10.01,17.8,0.0,10.45,186624.0,61.47792,2701.7279999999996,974.808,36374.4,236.30400000000003,4324.32,7689.6,0.0,4514.4,0.0202521361,0.8900067399999999,0.321122515,11.982502,0.07784357,1.4245230999999998,2.533118,0.0,1.4871394999999998,39.11251599999999,14.112150999999999,526.5867999999999,3.420938,62.60254,111.32119999999999,0.0,65.3543,5.09179225,189.9973,1.2343055,22.587564999999998,40.1657,0.0,23.580424999999998,7089.64,46.05740000000001,842.842,1498.7600000000002,0.0,879.89,0.29920900000000006,5.4754700000000005,9.736600000000001,0.0,5.71615,100.20009999999999,178.178,0.0,104.60449999999999,316.84000000000003,0.0,186.01,0.0,0.0,109.20249999999999,0,6,0,0,0,1,0,0
357,666.0,3.8497,6.395,2.5052,91.0,0.77,18.1,20.2,0.0,13.27,443556.0,2563.9002,4259.07,1668.4632,60606.0,512.82,12054.6,13453.199999999999,0.0,8837.82,14.820190089999999,24.6188315,9.64426844,350.3227,2.964269,69.67957,77.76393999999999,0.0,51.085519,40.896024999999995,16.020753999999997,581.9449999999999,4.92415,115.7495,129.17899999999997,0.0,84.86165,6.27602704,227.9732,1.929004,45.344120000000004,50.605039999999995,0.0,33.244004,8281.0,70.07000000000001,1647.1000000000001,1838.2,0.0,1207.57,0.5929,13.937000000000001,15.554,0.0,10.2179,327.61000000000007,365.62,0.0,240.187,408.03999999999996,0.0,268.054,0.0,0.0,176.0929,1,24,0,0,0,0,0,0
432,666.0,6.44405,6.425,2.2004,74.8,0.584,18.1,20.2,0.0,12.03,443556.0,4291.7373,4279.05,1465.4664,49816.799999999996,388.94399999999996,12054.6,13453.199999999999,0.0,8011.98,41.5257804025,41.403021249999995,14.17948762,482.01493999999997,3.7633251999999997,116.63730500000001,130.16980999999998,0.0,77.52192149999999,41.280625,14.13757,480.59,3.7521999999999998,116.2925,129.785,0.0,77.29275,4.841760160000001,164.58992,1.2850336,39.82724,44.448080000000004,0.0,26.470812,5595.04,43.68319999999999,1353.88,1510.9599999999998,0.0,899.8439999999999,0.34105599999999997,10.5704,11.7968,0.0,7.025519999999999,327.61000000000007,365.62,0.0,217.743,408.03999999999996,0.0,243.00599999999997,0.0,0.0,144.72089999999997,0,24,0,0,0,0,1,0
375,666.0,19.6091,7.313,1.3163,97.9,0.6709999999999999,18.1,20.2,0.0,13.44,443556.0,13059.660600000001,4870.458,876.6558,65201.4,446.88599999999997,12054.6,13453.199999999999,0.0,8951.039999999999,384.51680281000006,143.4013483,25.811458330000004,1919.7308900000003,13.1577061,354.92471000000006,396.10382000000004,0.0,263.546304,53.479969,9.6261019,715.9427000000001,4.907023,132.36530000000002,147.7226,0.0,98.28671999999999,1.73264569,128.86577,0.8832372999999999,23.82503,26.58926,0.0,17.691072,9584.410000000002,65.6909,1771.9900000000002,1977.5800000000002,0.0,1315.776,0.4502409999999999,12.1451,13.554199999999998,0.0,9.018239999999999,327.61000000000007,365.62,0.0,243.264,408.03999999999996,0.0,271.488,0.0,0.0,180.63359999999997,0,24,0,0,0,0,1,0
196,329.0,0.04011,7.287000000000001,7.309,34.1,0.40399999999999997,1.52,12.6,80.0,4.08,108241.0,13.19619,2397.4230000000002,2404.661,11218.9,132.916,500.08,4145.4,26320.0,1342.32,0.0016088121,0.29228157000000005,0.29316399,1.3677510000000002,0.016204439999999997,0.0609672,0.505386,3.2088,0.1636488,53.100369000000015,53.26068300000001,248.48670000000004,2.9439480000000002,11.076240000000002,91.81620000000001,582.96,29.730960000000003,53.421481,249.23690000000002,2.952836,11.10968,92.0934,584.72,29.82072,1162.8100000000002,13.776399999999999,51.832,429.66,2728.0,139.12800000000001,0.16321599999999997,0.61408,5.0904,32.32,1.64832,2.3104,19.152,121.6,6.2016,158.76,1008.0,51.408,6400.0,326.4,16.6464,0,2,0,1,0,0,0,0
167,403.0,1.8002799999999999,5.877000000000001,2.4259,79.2,0.605,19.58,14.7,0.0,12.14,162409.0,725.51284,2368.4310000000005,977.6377,31917.600000000002,243.815,7890.739999999999,5924.099999999999,0.0,4892.42,3.2410080783999997,10.58024556,4.367299252,142.582176,1.0891693999999998,35.2494824,26.464115999999997,0.0,21.8553992,34.53912900000001,14.257014300000002,465.4584000000001,3.555585,115.07166000000001,86.3919,0.0,71.34678000000001,5.88499081,192.13128,1.4676695,47.49912199999999,35.66073,0.0,29.450426,6272.64,47.916,1550.7359999999999,1164.24,0.0,961.488,0.366025,11.845899999999999,8.8935,0.0,7.3447000000000005,383.37639999999993,287.82599999999996,0.0,237.7012,216.08999999999997,0.0,178.458,0.0,0.0,147.3796,0,5,0,0,0,1,0,0
